19:58:41.758 INF Connecting to orderer. addrStr=127.0.0.1:10011 peerId=1
19:58:41.758 INF Connecting to orderer. addrStr=127.0.0.1:10033 peerId=3
19:58:41.758 INF Connecting to orderer. addrStr=127.0.0.1:10022 peerId=2
19:58:41.758 INF Connecting to orderer. addrStr=127.0.0.1:10000 peerId=0
19:58:41.940 INF Connected to orderer. addrStr=127.0.0.1:10011 id=1
19:58:41.967 INF Connected to orderer. addrStr=127.0.0.1:10000 id=0
19:58:41.971 INF Connected to orderer. addrStr=127.0.0.1:10022 id=2
19:58:41.978 INF Connected to orderer. addrStr=127.0.0.1:10033 id=3
19:58:42.019 INF Connected to orderers.
19:58:42.019 INF Setting up client timeout. clientRunTime=30000
19:58:42.019 INF Starting to submit requests. numRequests=7680
19:58:42.019 INF Updating bucket assignment. epoch=0
19:58:42.019 DBG New bucket assignment. buckets=[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15] orderer=0
19:58:42.020 INF Resubmitted Requests. epoch=0 n=0
19:58:42.020 DBG Submitted request. clSeqNr=0
19:58:42.027 DBG Submitted request. clSeqNr=1
19:58:42.036 DBG Submitted request. clSeqNr=2
19:58:42.044 DBG Submitted request. clSeqNr=3
19:58:42.052 DBG Submitted request. clSeqNr=4
19:58:42.060 DBG Submitted request. clSeqNr=5
19:58:42.067 DBG Submitted request. clSeqNr=6
19:58:42.075 DBG Submitted request. clSeqNr=7
19:58:42.083 DBG Submitted request. clSeqNr=8
19:58:42.091 DBG Submitted request. clSeqNr=9
19:58:42.098 DBG Submitted request. clSeqNr=10
19:58:42.106 DBG Submitted request. clSeqNr=11
19:58:42.114 DBG Submitted request. clSeqNr=12
19:58:42.121 DBG Submitted request. clSeqNr=13
19:58:42.130 DBG Submitted request. clSeqNr=14
19:58:42.137 DBG Submitted request. clSeqNr=15
19:58:42.145 DBG Submitted request. clSeqNr=16
19:58:42.153 DBG Submitted request. clSeqNr=17
19:58:42.160 DBG Submitted request. clSeqNr=18
19:58:42.169 DBG Submitted request. clSeqNr=19
19:58:42.177 DBG Submitted request. clSeqNr=20
19:58:42.184 DBG Submitted request. clSeqNr=21
19:58:42.192 DBG Submitted request. clSeqNr=22
19:58:42.200 DBG Submitted request. clSeqNr=23
19:58:42.208 DBG Submitted request. clSeqNr=24
19:58:42.215 DBG Submitted request. clSeqNr=25
19:58:42.223 DBG Submitted request. clSeqNr=26
19:58:42.231 DBG Submitted request. clSeqNr=27
19:58:42.239 DBG Submitted request. clSeqNr=28
19:58:42.247 DBG Submitted request. clSeqNr=29
19:58:42.254 DBG Submitted request. clSeqNr=30
19:58:42.262 DBG Submitted request. clSeqNr=31
19:58:42.269 DBG Submitted request. clSeqNr=32
19:58:42.278 DBG Submitted request. clSeqNr=33
19:58:42.287 DBG Submitted request. clSeqNr=34
19:58:42.294 DBG Submitted request. clSeqNr=35
19:58:42.301 DBG Submitted request. clSeqNr=36
19:58:42.309 DBG Submitted request. clSeqNr=37
19:58:42.317 DBG Submitted request. clSeqNr=38
19:58:42.325 DBG Submitted request. clSeqNr=39
19:58:42.333 DBG Submitted request. clSeqNr=40
19:58:42.341 DBG Submitted request. clSeqNr=41
19:58:42.348 DBG Submitted request. clSeqNr=42
19:58:42.356 DBG Submitted request. clSeqNr=43
19:58:42.364 DBG Submitted request. clSeqNr=44
19:58:42.372 DBG Submitted request. clSeqNr=45
19:58:42.380 DBG Submitted request. clSeqNr=46
19:58:42.388 DBG Submitted request. clSeqNr=47
19:58:42.395 DBG Submitted request. clSeqNr=48
19:58:42.403 DBG Submitted request. clSeqNr=49
19:58:42.411 DBG Submitted request. clSeqNr=50
19:58:42.419 DBG Submitted request. clSeqNr=51
19:58:42.426 DBG Submitted request. clSeqNr=52
19:58:42.434 DBG Submitted request. clSeqNr=53
19:58:42.442 DBG Submitted request. clSeqNr=54
19:58:42.450 DBG Submitted request. clSeqNr=55
19:58:42.457 DBG Submitted request. clSeqNr=56
19:58:42.465 DBG Submitted request. clSeqNr=57
19:58:42.473 DBG Submitted request. clSeqNr=58
19:58:42.481 DBG Submitted request. clSeqNr=59
19:58:42.489 DBG Submitted request. clSeqNr=60
19:58:42.497 DBG Submitted request. clSeqNr=61
19:58:42.504 DBG Submitted request. clSeqNr=62
19:58:42.512 DBG Submitted request. clSeqNr=63
19:58:42.520 DBG Submitted request. clSeqNr=64
19:58:42.527 DBG Submitted request. clSeqNr=65
19:58:42.536 DBG Submitted request. clSeqNr=66
19:58:42.544 DBG Submitted request. clSeqNr=67
19:58:42.551 DBG Submitted request. clSeqNr=68
19:58:42.559 DBG Submitted request. clSeqNr=69
19:58:42.567 DBG Submitted request. clSeqNr=70
19:58:42.575 DBG Submitted request. clSeqNr=71
19:58:42.582 DBG Submitted request. clSeqNr=72
19:58:42.590 DBG Submitted request. clSeqNr=73
19:58:42.598 DBG Submitted request. clSeqNr=74
19:58:42.606 DBG Submitted request. clSeqNr=75
19:58:42.614 DBG Submitted request. clSeqNr=76
19:58:42.622 DBG Submitted request. clSeqNr=77
19:58:42.629 DBG Submitted request. clSeqNr=78
19:58:42.637 DBG Submitted request. clSeqNr=79
19:58:42.645 DBG Submitted request. clSeqNr=80
19:58:42.653 DBG Submitted request. clSeqNr=81
19:58:42.661 DBG Submitted request. clSeqNr=82
19:58:42.668 DBG Submitted request. clSeqNr=83
19:58:42.676 DBG Submitted request. clSeqNr=84
19:58:42.684 DBG Submitted request. clSeqNr=85
19:58:42.692 DBG Submitted request. clSeqNr=86
19:58:42.700 DBG Submitted request. clSeqNr=87
19:58:42.708 DBG Submitted request. clSeqNr=88
19:58:42.715 DBG Submitted request. clSeqNr=89
19:58:42.723 DBG Submitted request. clSeqNr=90
19:58:42.731 DBG Submitted request. clSeqNr=91
19:58:42.739 DBG Submitted request. clSeqNr=92
19:58:42.747 DBG Submitted request. clSeqNr=93
19:58:42.756 DBG Submitted request. clSeqNr=94
19:58:42.762 DBG Submitted request. clSeqNr=95
19:58:42.770 DBG Submitted request. clSeqNr=96
19:58:42.778 DBG Submitted request. clSeqNr=97
19:58:42.785 DBG Submitted request. clSeqNr=98
19:58:42.793 DBG Submitted request. clSeqNr=99
19:58:42.801 DBG Submitted request. clSeqNr=100
19:58:42.809 DBG Submitted request. clSeqNr=101
19:58:42.817 DBG Submitted request. clSeqNr=102
19:58:42.824 DBG Submitted request. clSeqNr=103
19:58:42.832 DBG Submitted request. clSeqNr=104
19:58:42.840 DBG Submitted request. clSeqNr=105
19:58:42.848 DBG Submitted request. clSeqNr=106
19:58:42.856 DBG Submitted request. clSeqNr=107
19:58:42.863 DBG Submitted request. clSeqNr=108
19:58:42.871 DBG Submitted request. clSeqNr=109
19:58:42.879 DBG Submitted request. clSeqNr=110
19:58:42.887 DBG Submitted request. clSeqNr=111
19:58:42.895 DBG Submitted request. clSeqNr=112
19:58:42.903 DBG Submitted request. clSeqNr=113
19:58:42.910 DBG Submitted request. clSeqNr=114
19:58:42.918 DBG Submitted request. clSeqNr=115
19:58:42.926 DBG Submitted request. clSeqNr=116
19:58:42.934 DBG Submitted request. clSeqNr=117
19:58:42.942 DBG Submitted request. clSeqNr=118
19:58:42.950 DBG Submitted request. clSeqNr=119
19:58:42.958 DBG Submitted request. clSeqNr=120
19:58:42.965 DBG Submitted request. clSeqNr=121
19:58:42.973 DBG Submitted request. clSeqNr=122
19:58:42.981 DBG Submitted request. clSeqNr=123
19:58:42.988 DBG Submitted request. clSeqNr=124
19:58:42.996 DBG Submitted request. clSeqNr=125
19:58:43.004 DBG Submitted request. clSeqNr=126
19:58:43.013 DBG Submitted request. clSeqNr=127
19:58:43.020 DBG Submitted request. clSeqNr=128
19:58:43.027 DBG Submitted request. clSeqNr=129
19:58:43.035 DBG Submitted request. clSeqNr=130
19:58:43.044 DBG Submitted request. clSeqNr=131
19:58:43.052 DBG Submitted request. clSeqNr=132
19:58:43.059 DBG Submitted request. clSeqNr=133
19:58:43.067 DBG Submitted request. clSeqNr=134
19:58:43.075 DBG Submitted request. clSeqNr=135
19:58:43.083 DBG Submitted request. clSeqNr=136
19:58:43.090 DBG Submitted request. clSeqNr=137
19:58:43.098 DBG Submitted request. clSeqNr=138
19:58:43.106 DBG Submitted request. clSeqNr=139
