3072, 1
3080, 2
3081, 1
3082, 1
3087, 1
3088, 2
3090, 1
3093, 1
3096, 1
3098, 1
3099, 1
3103, 1
3104, 1
3105, 1
3108, 1
3113, 2
3114, 1
3115, 1
3119, 2
3127, 2
3131, 2
3135, 1
3138, 2
3140, 1
3147, 1
3161, 1
3168, 1
3169, 1
3170, 1
3176, 2
3178, 1
3181, 1
3185, 1
3187, 2
3192, 2
3197, 2
3199, 1
3201, 1
3202, 2
3205, 1
3207, 1
3208, 1
3215, 1
3217, 1
3219, 1
3220, 1
3221, 1
3225, 1
3226, 1
3227, 1
3229, 1
3230, 1
3231, 1
3235, 2
3237, 1
3239, 1
3241, 1
3242, 1
3248, 1
3249, 1
3252, 1
3253, 1
3254, 1
3261, 1
3263, 1
3264, 1
3270, 1
3285, 2
3289, 1
3296, 2
3306, 1
3307, 1
3309, 1
3310, 1
3315, 2
3317, 1
3318, 1
3319, 1
3320, 1
3324, 1
3325, 1
3326, 1
3327, 1
3331, 1
3333, 1
3335, 1
3336, 1
3341, 1
3342, 1
3344, 1
3346, 1
3350, 2
3351, 1
3352, 1
3353, 1
3356, 1
3357, 1
3364, 1
3366, 1
3367, 1
3368, 1
3369, 1
3374, 2
3375, 1
3376, 1
3378, 1
3382, 1
3383, 1
3386, 1
3395, 1
3408, 1
3414, 1
3419, 1
3423, 1
3424, 1
3429, 1
3430, 1
3434, 1
3435, 2
3439, 2
3440, 1
3441, 1
3444, 1
3446, 1
3454, 2
3456, 1
3457, 1
3458, 1
3463, 1
3464, 1
3466, 1
3467, 2
3468, 1
3473, 1
3474, 1
3475, 1
3477, 1
3479, 1
3483, 1
3485, 2
3489, 1
3491, 2
3493, 1
3498, 1
3499, 2
3501, 1
3503, 1
3509, 1
3516, 2
3520, 1
3522, 1
3533, 1
3544, 1
3547, 1
3552, 1
3554, 1
3556, 2
3557, 1
3561, 1
3563, 2
3565, 1
3568, 1
3571, 1
3574, 2
3579, 2
3582, 1
3583, 1
3587, 3
3590, 1
3591, 1
3593, 1
3594, 1
3601, 1
3603, 1
3605, 1
3606, 1
3607, 1
3612, 2
3613, 1
3614, 1
3616, 2
3620, 1
3621, 1
3624, 2
3627, 1
3632, 1
3633, 1
3636, 1
3645, 1
3656, 1
3667, 1
3672, 2
3673, 1
3676, 1
3677, 1
3678, 1
3682, 1
3683, 1
3692, 1
3693, 1
3694, 1
3696, 2
3702, 2
3704, 2
3705, 1
3706, 1
3710, 1
3712, 2
3714, 1
3718, 1
3721, 1
3723, 2
3727, 1
3728, 1
3729, 1
3731, 1
3736, 1
3737, 3
3740, 1
3741, 2
3750, 2
3754, 2
3759, 1
3762, 2
3764, 1
3770, 1
3784, 1
3791, 1
3794, 2
3799, 1
3801, 1
3802, 1
3806, 1
3809, 1
3811, 2
3815, 1
3817, 1
3821, 2
3825, 2
3827, 1
3829, 1
3831, 1
3832, 1
3835, 1
3839, 1
3841, 1
3843, 1
3844, 1
3845, 1
3850, 2
3852, 2
3854, 2
3858, 1
3859, 1
3861, 1
3862, 1
3865, 1
3866, 1
3871, 1
3872, 1
3873, 1
3876, 1
3877, 1
3884, 1
3886, 1
3887, 1
3894, 1
3910, 1
3913, 1
3916, 1
3920, 2
3930, 1
3931, 1
3933, 1
3934, 1
3938, 1
3940, 1
3941, 1
3942, 1
3943, 1
3944, 1
3948, 1
3949, 1
3950, 1
3951, 1
3955, 1
3957, 1
3959, 1
3960, 1
3965, 2
3967, 1
3969, 1
3974, 1
3975, 2
3977, 2
3981, 1
3985, 1
3989, 2
3991, 2
3993, 1
3998, 1
3999, 3
4000, 1
4006, 1
4007, 1
4009, 1
4018, 1
4030, 1
4036, 1
4042, 1
4046, 1
4048, 1
4053, 1
4054, 1
4058, 1
4059, 1
4063, 3
4065, 1
4068, 1
4078, 1
4082, 1
