exp,peers,nlr,failures,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size,batch-size-10pctile-trunc,batch-size-90pctile-trunc,batch-size-avg-trunc,client-slack-1pctile-raw,client-slack-1pctile-trunc,client-slack-avg-raw,client-slack-avg-trunc,client-slack-stdev-raw,client-slack-stdev-trunc,commit-rate-raw,commit-rate-trunc,cpu-system,cpu-total,duration-raw,duration-trunc,epochs-avg,epochs-max,epochs-min,latency-95pctile-raw,latency-95pctile-raw-nowm,latency-95pctile-shortened-raw,latency-95pctile-trunc,latency-95pctile-trunc-nowm,latency-avg-raw,latency-avg-raw-nowm,latency-avg-shortened-raw,latency-avg-trunc,latency-avg-trunc-nowm,latency-stdev-raw,latency-stdev-raw-nowm,latency-stdev-trunc,latency-stdev-trunc-nowm,msg-batch-avg-trunc,nreq-raw,nreq-trunc,propose-rate-raw,propose-rate-trunc,throughput-raw,throughput-trunc,viewchanges-avg,viewchanges-total
0000,4,1,0,EpochStart,60000,1,unlimited,4,MultiPaxos,1,1,1,64,Simple,256,4096,1000,32,1,64,16,true,false,131072000,128,128,false,7680,4194304,external,32,8192,64,65,64.15,3642,4599,6642.32987012987,6616.538461538462,1163.098431438555,1361.375955948024,25.52272145322654,26.546383528101753,4.196078431372549,13.437908496732026,30.091682,18.124403,0.0,0,0,1928.974,1928.574,1928.974,1941.995,1941.849,1030.0892753246753,1029.7942753246755,1030.0892753246753,1031.9882217898833,1031.7123346303501,579.3839610306536,579.3548590276291,580.8989081542085,580.8888889316701,None,385,257,2.127352423817266,2.2139834976312036,127.94233303409227,141.79777397357586,0.0,0
0001,4,1,0,EpochStart,60000,1,unlimited,4,MultiPaxos,1,1,1,64,Simple,256,4096,1000,32,1,64,16,true,false,131072000,256,256,false,15360,4194304,external,32,8192,0,129,102.72,-18163,-11682,1675.2561768530559,1155.9554655870445,11518.126609924755,14268.722722368326,26.009646194830232,27.04610251035852,6.519230769230769,22.621794871794872,30.151878,18.145042,0.0,0,0,1984.534,1983.49,1984.534,1985.791,1984.265,1087.6187373211962,1087.273378413524,1087.6187373211962,1095.5245399610137,1095.1551812865496,579.6960826512449,579.5931113358396,579.2103561920455,579.0842344638291,None,769,513,2.621637161301901,2.7614557334227605,255.04215690976199,282.721858676326,0.0,0
0002,4,1,0,EpochStart,60000,1,unlimited,4,MultiPaxos,1,1,1,256,Single,256,4096,1000,32,1,16,16,true,false,131072000,128,128,false,7680,4194304,external,32,8192,256,257,256.5,4992,5774,6732.74025974026,6729.793522267207,550.5062065054075,458.2733787969424,6.3845440828660625,6.646999671749,4.044871794871795,13.301282051282051,30.094559,18.097474,0.0,0,0,1959.101,1958.842,1959.101,1962.144,1959.54,1051.2585974025974,1050.9376025974027,1051.2585974025974,1052.0482578125,1051.71131640625,578.241601503912,578.2056606875132,577.0564911703797,577.0038482017302,None,385,256,0.5322688311556109,0.5543686215385847,127.93010191642948,141.45620543507894,0.0,0
0003,4,1,0,EpochStart,60000,1,unlimited,4,MultiPaxos,1,1,1,256,Single,256,4096,1000,32,1,16,16,true,false,131072000,256,256,false,15360,4194304,external,32,8192,513,514,513.8,713,1184,2840.851755526658,2835.574036511156,506.4711490992956,478.9377145793366,6.376962584965554,6.635088437711476,5.846153846153846,20.743589743589745,30.161192,18.221825,0.0,0,0,2000.243,2000.06,2000.243,2003.199,2003.02,1098.7430858257478,1098.4020793237974,1098.7430858257478,1100.8045603112841,1100.455266536965,578.7232738871663,578.6387573624661,577.8426361564899,577.7446046539708,None,769,514,0.5316238966935154,0.553695753042835,254.96339799832845,282.079319716878,0.0,0
