0, 2
2, 1
3, 1
1001, 2
1003, 1
1004, 1
2002, 2
2004, 1
2006, 1
3003, 1
3004, 1
3006, 1
3007, 1
4004, 2
4007, 1
4008, 1
5005, 2
5007, 1
5009, 1
6006, 2
6008, 1
6009, 1
7007, 2
7009, 1
7010, 1
8007, 2
8010, 1
8011, 1
9008, 2
9012, 2
10009, 1
10010, 1
10013, 2
11010, 2
11014, 2
12011, 1
12012, 1
12015, 2
13012, 1
13013, 1
13016, 1
13017, 1
14014, 2
14017, 1
14018, 1
15014, 1
15016, 1
15018, 1
15019, 1
16016, 2
16019, 1
16021, 1
17017, 1
17018, 1
17020, 1
17022, 1
18018, 1
18019, 1
18022, 1
18023, 1
19020, 2
19023, 1
19024, 1
20021, 2
20024, 1
20025, 1
21022, 2
21025, 1
21027, 1
22024, 2
22027, 1
22028, 1
23025, 2
23028, 1
23029, 1
24025, 1
24027, 1
24029, 1
24030, 1
25026, 1
25027, 1
25030, 1
25031, 1
26027, 1
26029, 1
26031, 1
26032, 1
27029, 1
27030, 1
27033, 2
28030, 1
28031, 1
28034, 1
28035, 1
29031, 1
29032, 1
29035, 2
30032, 1
30033, 1
30036, 2
31033, 1
31034, 1
31038, 2
32034, 1
32035, 1
32038, 2
33035, 1
33036, 1
33039, 2
34037, 2
34040, 2
35038, 2
35040, 1
35041, 1
36039, 1
36040, 1
36042, 2
