14:15:28.137 INF Connecting to orderer. addrStr=127.0.0.1:10022 peerId=2
14:15:28.137 INF Connecting to orderer. addrStr=127.0.0.1:10011 peerId=1
14:15:28.137 INF Connecting to orderer. addrStr=127.0.0.1:10033 peerId=3
14:15:28.137 INF Connecting to orderer. addrStr=127.0.0.1:10000 peerId=0
14:15:28.328 INF Connected to orderer. addrStr=127.0.0.1:10022 id=2
14:15:28.337 INF Connected to orderer. addrStr=127.0.0.1:10033 id=3
14:15:28.338 INF Connected to orderer. addrStr=127.0.0.1:10000 id=0
14:15:28.338 INF Connected to orderer. addrStr=127.0.0.1:10011 id=1
14:15:28.363 INF Connected to orderers.
14:15:28.363 INF Setting up client timeout. clientRunTime=30000
14:15:28.363 INF Updating bucket assignment. epoch=0
14:15:28.363 INF Starting to submit requests. numRequests=7680
14:15:28.363 DBG New bucket assignment. buckets=[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15] orderer=0
14:15:28.364 INF Resubmitted Requests. epoch=0 n=0
14:15:28.364 DBG Submitted request. clSeqNr=0
14:15:28.372 DBG Submitted request. clSeqNr=1
14:15:28.380 DBG Submitted request. clSeqNr=2
14:15:28.388 DBG Submitted request. clSeqNr=3
14:15:28.396 DBG Submitted request. clSeqNr=4
14:15:28.403 DBG Submitted request. clSeqNr=5
14:15:28.411 DBG Submitted request. clSeqNr=6
14:15:28.419 DBG Submitted request. clSeqNr=7
14:15:28.427 DBG Submitted request. clSeqNr=8
14:15:28.434 DBG Submitted request. clSeqNr=9
14:15:28.442 DBG Submitted request. clSeqNr=10
14:15:28.450 DBG Submitted request. clSeqNr=11
14:15:28.458 DBG Submitted request. clSeqNr=12
14:15:28.466 DBG Submitted request. clSeqNr=13
14:15:28.474 DBG Submitted request. clSeqNr=14
14:15:28.482 DBG Submitted request. clSeqNr=15
14:15:28.490 DBG Submitted request. clSeqNr=16
14:15:28.497 DBG Submitted request. clSeqNr=17
14:15:28.505 DBG Submitted request. clSeqNr=18
14:15:28.513 DBG Submitted request. clSeqNr=19
14:15:28.521 DBG Submitted request. clSeqNr=20
14:15:28.528 DBG Submitted request. clSeqNr=21
14:15:28.536 DBG Submitted request. clSeqNr=22
14:15:28.544 DBG Submitted request. clSeqNr=23
14:15:28.551 DBG Submitted request. clSeqNr=24
14:15:28.559 DBG Submitted request. clSeqNr=25
14:15:28.567 DBG Submitted request. clSeqNr=26
14:15:28.575 DBG Submitted request. clSeqNr=27
14:15:28.583 DBG Submitted request. clSeqNr=28
14:15:28.590 DBG Submitted request. clSeqNr=29
14:15:28.598 DBG Submitted request. clSeqNr=30
14:15:28.607 DBG Submitted request. clSeqNr=31
14:15:28.614 DBG Submitted request. clSeqNr=32
14:15:28.622 DBG Submitted request. clSeqNr=33
14:15:28.630 DBG Submitted request. clSeqNr=34
14:15:28.638 DBG Submitted request. clSeqNr=35
14:15:28.646 DBG Submitted request. clSeqNr=36
14:15:28.653 DBG Submitted request. clSeqNr=37
14:15:28.661 DBG Submitted request. clSeqNr=38
14:15:28.669 DBG Submitted request. clSeqNr=39
14:15:28.677 DBG Submitted request. clSeqNr=40
14:15:28.684 DBG Submitted request. clSeqNr=41
14:15:28.693 DBG Submitted request. clSeqNr=42
14:15:28.700 DBG Submitted request. clSeqNr=43
14:15:28.708 DBG Submitted request. clSeqNr=44
14:15:28.715 DBG Submitted request. clSeqNr=45
14:15:28.723 DBG Submitted request. clSeqNr=46
14:15:28.731 DBG Submitted request. clSeqNr=47
14:15:28.739 DBG Submitted request. clSeqNr=48
14:15:28.747 DBG Submitted request. clSeqNr=49
14:15:28.754 DBG Submitted request. clSeqNr=50
14:15:28.762 DBG Submitted request. clSeqNr=51
14:15:28.770 DBG Submitted request. clSeqNr=52
14:15:28.778 DBG Submitted request. clSeqNr=53
14:15:28.786 DBG Submitted request. clSeqNr=54
14:15:28.794 DBG Submitted request. clSeqNr=55
14:15:28.802 DBG Submitted request. clSeqNr=56
14:15:28.809 DBG Submitted request. clSeqNr=57
14:15:28.817 DBG Submitted request. clSeqNr=58
14:15:28.825 DBG Submitted request. clSeqNr=59
14:15:28.833 DBG Submitted request. clSeqNr=60
14:15:28.841 DBG Submitted request. clSeqNr=61
14:15:28.849 DBG Submitted request. clSeqNr=62
14:15:28.857 DBG Submitted request. clSeqNr=63
14:15:28.865 DBG Submitted request. clSeqNr=64
14:15:28.872 DBG Submitted request. clSeqNr=65
14:15:28.880 DBG Submitted request. clSeqNr=66
14:15:28.888 DBG Submitted request. clSeqNr=67
14:15:28.895 DBG Submitted request. clSeqNr=68
14:15:28.903 DBG Submitted request. clSeqNr=69
14:15:28.911 DBG Submitted request. clSeqNr=70
14:15:28.919 DBG Submitted request. clSeqNr=71
14:15:28.927 DBG Submitted request. clSeqNr=72
14:15:28.935 DBG Submitted request. clSeqNr=73
14:15:28.942 DBG Submitted request. clSeqNr=74
14:15:28.951 DBG Submitted request. clSeqNr=75
14:15:28.958 DBG Submitted request. clSeqNr=76
14:15:28.966 DBG Submitted request. clSeqNr=77
14:15:28.974 DBG Submitted request. clSeqNr=78
14:15:28.982 DBG Submitted request. clSeqNr=79
14:15:28.989 DBG Submitted request. clSeqNr=80
14:15:28.997 DBG Submitted request. clSeqNr=81
14:15:29.004 DBG Submitted request. clSeqNr=82
14:15:29.013 DBG Submitted request. clSeqNr=83
14:15:29.020 DBG Submitted request. clSeqNr=84
14:15:29.029 DBG Submitted request. clSeqNr=85
14:15:29.036 DBG Submitted request. clSeqNr=86
14:15:29.044 DBG Submitted request. clSeqNr=87
14:15:29.052 DBG Submitted request. clSeqNr=88
14:15:29.060 DBG Submitted request. clSeqNr=89
14:15:29.068 DBG Submitted request. clSeqNr=90
14:15:29.075 DBG Submitted request. clSeqNr=91
14:15:29.083 DBG Submitted request. clSeqNr=92
14:15:29.091 DBG Submitted request. clSeqNr=93
14:15:29.098 DBG Submitted request. clSeqNr=94
14:15:29.106 DBG Submitted request. clSeqNr=95
14:15:29.114 DBG Submitted request. clSeqNr=96
14:15:29.122 DBG Submitted request. clSeqNr=97
14:15:29.130 DBG Submitted request. clSeqNr=98
14:15:29.137 DBG Submitted request. clSeqNr=99
14:15:29.147 DBG Submitted request. clSeqNr=100
14:15:29.155 DBG Submitted request. clSeqNr=101
14:15:29.162 DBG Submitted request. clSeqNr=102
14:15:29.169 DBG Submitted request. clSeqNr=103
14:15:29.177 DBG Submitted request. clSeqNr=104
14:15:29.184 DBG Submitted request. clSeqNr=105
14:15:29.192 DBG Submitted request. clSeqNr=106
14:15:29.200 DBG Submitted request. clSeqNr=107
14:15:29.208 DBG Submitted request. clSeqNr=108
14:15:29.216 DBG Submitted request. clSeqNr=109
14:15:29.223 DBG Submitted request. clSeqNr=110
14:15:29.231 DBG Submitted request. clSeqNr=111
14:15:29.239 DBG Submitted request. clSeqNr=112
14:15:29.247 DBG Submitted request. clSeqNr=113
14:15:29.254 DBG Submitted request. clSeqNr=114
14:15:29.262 DBG Submitted request. clSeqNr=115
14:15:29.270 DBG Submitted request. clSeqNr=116
14:15:29.278 DBG Submitted request. clSeqNr=117
14:15:29.286 DBG Submitted request. clSeqNr=118
14:15:29.294 DBG Submitted request. clSeqNr=119
14:15:29.302 DBG Submitted request. clSeqNr=120
14:15:29.310 DBG Submitted request. clSeqNr=121
14:15:29.317 DBG Submitted request. clSeqNr=122
14:15:29.325 DBG Submitted request. clSeqNr=123
14:15:29.333 DBG Submitted request. clSeqNr=124
14:15:29.341 DBG Submitted request. clSeqNr=125
14:15:29.349 DBG Submitted request. clSeqNr=126
14:15:29.356 DBG Submitted request. clSeqNr=127
14:15:29.364 DBG Submitted request. clSeqNr=128
14:15:29.372 DBG Submitted request. clSeqNr=129
14:15:29.379 DBG Submitted request. clSeqNr=130
14:15:29.387 DBG Submitted request. clSeqNr=131
14:15:29.396 DBG Submitted request. clSeqNr=132
14:15:29.404 DBG Submitted request. clSeqNr=133
14:15:29.411 DBG Submitted request. clSeqNr=134
14:15:29.419 DBG Submitted request. clSeqNr=135
14:15:29.427 DBG Submitted request. clSeqNr=136
14:15:29.435 DBG Submitted request. clSeqNr=137
14:15:29.443 DBG Submitted request. clSeqNr=138
