0, 4.0
5, 4.0
13, 4.0
38, 4.0
501, 2.0
507, 2.0
518, 2.0
540, 2.0
1002, 3.0
1009, 3.0
1019, 3.0
1042, 3.0
1504, 3.0
1510, 3.0
1520, 3.0
1543, 3.0
2006, 3.0
2011, 3.0
2021, 3.0
2044, 2.0
2508, 3.0
2513, 3.0
2522, 3.0
2545, 3.0
3010, 4.0
3014, 4.0
3023, 4.0
3048, 4.0
3511, 4.0
3516, 4.0
3525, 4.0
3550, 4.0
4012, 5.0
4017, 5.0
4026, 5.0
4051, 5.0
4514, 4.0
4518, 4.0
4527, 4.0
4552, 4.0
5014, 4.0
5019, 4.0
5027, 4.0
5052, 4.0
5516, 6.0
5521, 6.0
5529, 6.0
5554, 6.0
6017, 4.0
6022, 4.0
6030, 4.0
6055, 4.0
6518, 3.0
6523, 3.0
6532, 3.0
6555, 3.0
7019, 5.0
7025, 5.0
7034, 5.0
7057, 5.0
7520, 4.0
7526, 4.0
7534, 3.0
7558, 4.0
8021, 5.0
8027, 5.0
8035, 5.0
8059, 5.0
8522, 3.0
8529, 3.0
8537, 4.0
8561, 4.0
9023, 5.0
9030, 5.0
9039, 5.0
9061, 5.0
9525, 3.0
9531, 3.0
9540, 3.0
9563, 3.0
10026, 5.0
10031, 5.0
10041, 5.0
10064, 5.0
10527, 4.0
10532, 3.0
10543, 4.0
10565, 4.0
11028, 5.0
11034, 5.0
11044, 5.0
11066, 5.0
11530, 4.0
11535, 4.0
11545, 4.0
11567, 4.0
12030, 5.0
12037, 4.0
12046, 5.0
12068, 5.0
12532, 3.0
12538, 3.0
12548, 3.0
12569, 3.0
13033, 5.0
13039, 5.0
13050, 5.0
13070, 5.0
13534, 4.0
13540, 4.0
13551, 4.0
13571, 4.0
14036, 5.0
14041, 5.0
14052, 5.0
14072, 5.0
14536, 3.0
14542, 3.0
14554, 3.0
14574, 3.0
15038, 5.0
15044, 5.0
15055, 5.0
15075, 5.0
15539, 3.0
15545, 3.0
15556, 3.0
15576, 3.0
16040, 5.0
16046, 5.0
16058, 5.0
16078, 5.0
16541, 4.0
16547, 4.0
16559, 4.0
16579, 4.0
17042, 5.0
17048, 5.0
17059, 5.0
17080, 5.0
17544, 3.0
17550, 3.0
17560, 3.0
17581, 3.0
18045, 5.0
18051, 5.0
18061, 5.0
18082, 5.0
18546, 3.0
18553, 3.0
18562, 3.0
18584, 3.0
19047, 5.0
19054, 5.0
19064, 5.0
19085, 5.0
19548, 3.0
19555, 3.0
19564, 3.0
19586, 3.0
20049, 5.0
20057, 5.0
20065, 5.0
20087, 5.0
20551, 3.0
20558, 3.0
20567, 3.0
20588, 3.0
21052, 5.0
21060, 5.0
21067, 5.0
21089, 5.0
21553, 4.0
21560, 4.0
21569, 3.0
21591, 4.0
22054, 5.0
22062, 5.0
22070, 5.0
22092, 5.0
22556, 4.0
22563, 4.0
22572, 4.0
22593, 4.0
23057, 5.0
23064, 5.0
23073, 5.0
23094, 5.0
23557, 3.0
23565, 4.0
23574, 3.0
23595, 3.0
24059, 5.0
24066, 5.0
24075, 5.0
24097, 5.0
24560, 4.0
24568, 4.0
24576, 4.0
24598, 3.0
25061, 5.0
25069, 5.0
25077, 5.0
25098, 5.0
25563, 4.0
25571, 4.0
25578, 4.0
25600, 4.0
26064, 5.0
26073, 5.0
26101, 5.0
26565, 3.0
26574, 3.0
26602, 3.0
27066, 5.0
27075, 5.0
27104, 5.0
27567, 3.0
27576, 3.0
27605, 3.0
28069, 5.0
28078, 5.0
28106, 5.0
28570, 4.0
28579, 4.0
28608, 4.0
29071, 5.0
29081, 5.0
29109, 5.0
29573, 4.0
29581, 4.0
29610, 4.0
30075, 6.0
30082, 6.0
30111, 6.0
30576, 3.0
30583, 3.0
30613, 3.0
31077, 5.0
31085, 5.0
31114, 5.0
31578, 4.0
31586, 3.0
31615, 3.0
32080, 5.0
32086, 5.0
32116, 5.0
32580, 3.0
32587, 3.0
32618, 3.0
33081, 4.0
33089, 4.0
33119, 4.0
33583, 2.0
33590, 2.0
33620, 2.0
34084, 3.0
34092, 3.0
34122, 3.0
34585, 2.0
34593, 2.0
34623, 2.0
35086, 3.0
35095, 3.0
35124, 3.0
35587, 3.0
35595, 3.0
35626, 3.0
36088, 4.0
36097, 4.0
36127, 4.0
36590, 3.0
36598, 3.0
36628, 3.0
37091, 3.0
37099, 3.0
37129, 3.0
37593, 6.0
37601, 6.0
37630, 7.0
38094, 3.0
38102, 3.0
38131, 3.0
