0, 6
501, 4
1003, 6
1504, 6
2005, 5
2506, 5
3007, 5
3509, 8
4010, 8
4512, 8
5015, 7
5519, 6
6020, 6
6521, 11
7022, 6
7523, 7
8024, 6
8525, 7
9026, 6
9527, 6
10029, 5
10531, 5
11034, 7
11535, 6
12036, 6
12537, 6
13038, 6
13540, 5
14041, 5
14542, 5
15044, 5
15546, 5
16046, 5
16548, 5
17049, 5
17550, 5
18052, 5
18553, 6
19054, 6
19556, 6
20057, 6
20558, 5
21059, 5
21561, 6
22062, 6
22563, 5
23065, 5
23566, 6
24067, 4
24569, 5
25070, 5
25571, 6
26072, 5
26573, 6
27076, 5
27577, 6
28079, 5
28580, 5
29082, 5
29584, 6
30086, 5
30588, 6
31088, 6
31589, 6
32091, 5
32592, 6
33093, 5
33594, 5
34096, 4
34598, 5
35099, 4
35601, 5
36103, 4
36604, 4
37105, 4
37607, 5
38108, 4
38609, 5
